Betas:
CE N	   566.092 6   	     1.04E-5 % 8 	  5.9E-8 5 
CE O	   566.411 6   	     1.53E-6 % 14 	  8.7E-9 8 
CE K	   569.22 5   	     5.7E-5 % 3 	  3.26E-7 20 
CE K	   597.56 6   	     1.40E-5 % 10 	  8.4E-8 6 
CE L	   608.31 5   	     9.1E-6 % 5 	  5.5E-8 3 
CE K	   609.655 5   	     0.00708 % 24 	  4.31E-5 15 
CE M	   614.33 5   	     1.97E-6 % 12 	  1.21E-8 7 
CE N	   615.70 5   	     4.4E-7 % 3 	  2.73E-9 16 
CE O	   616.02 5   	     6.4E-8 % 4 	  3.97E-10 24 
CE K	   617.94 5   	     5.2E-5 % 3 	  3.19E-7 17 
CE K	   627.81 14   	     3.26E-4 % 8 	  2.05E-6 5 
CE L	   636.65 6   	     1.83E-6 % 14 	  1.17E-8 9 
CE K	   639.77 5   	     1.3E-4 % 4 	  8.6E-7 24 
CE K	   641.836 5   	     0.0305 % 10 	  1.96E-4 6 
CE M	   642.67 6   	     3.9E-7 % 3 	  2.51E-9 19 
CE N	   644.04 6   	     8.8E-8 % 7 	  5.7E-10 4 
CE O	   644.36 6   	     1.31E-8 % 10 	  8.5E-11 6 
CE L	   648.752 5   	     0.00101 % 3 	  6.54E-6 21 
CE L	   657.03 5   	     8.0E-6 % 4 	  5.3E-8 3 
CE M	   663.05 5   	     1.73E-6 % 9 	  1.15E-8 6 
CE N	   664.42 5   	     3.91E-7 % 21 	  2.60E-9 14 
CE O	   664.74 5   	     5.7E-8 % 3 	  3.78E-10 20 
CE L	   666.90 14   	     4.26E-5 % 11 	  2.84E-7 7 
CE K	   672.512 7   	     0.00108 % 4 	  7.3E-6 3 
CE K	   672.53 14   	     1.60E-4 % 6 	  1.08E-6 4 
CE M	   672.92 14   	     9.06E-6 % 22 	  6.10E-8 15 
CE N	   674.29 14   	     2.05E-6 % 5 	  1.38E-8 3 
CE O	   674.61 14   	     3.06E-7 % 8 	  2.06E-9 5 
CE L	   678.86 5   	     1.9E-5 % 4 	  1.3E-7 3 
CE L	   680.933 5   	     0.00437 % 17 	  2.97E-5 12 
CE K	   681.21 4   	     1.83E-5 % 7 	  1.25E-7 5 
CE M	   684.88 5   	     4.1E-6 % 8 	  2.8E-8 6 
CE N	   686.25 5   	     9.1E-7 % 20 	  6.3E-9 14 
CE O	   686.57 5   	     1.4E-7 % 3 	  9.3E-10 21 
CE L	   711.609 7   	     1.64E-4 % 6 	  1.17E-6 4 
CE L	   711.62 14   	     2.09E-5 % 8 	  1.49E-7 5 
CE M	   717.623 7   	     3.55E-5 % 12 	  2.55E-7 9 
CE M	   717.64 14   	     4.44E-6 % 16 	  3.19E-8 12 
CE N	   719.000 7   	     8.0E-6 % 3 	  5.75E-8 21 
CE N	   719.01 14   	     1.00E-6 % 4 	  7.2E-9 3 
CE O	   719.319 7   	     1.17E-6 % 4 	  8.4E-9 3 
CE O	   719.33 14   	     1.50E-7 % 6 	  1.08E-9 4 
CE L	   720.30 4   	     2.39E-6 % 9 	  1.72E-8 6 
CE K	   722.13 4   	     1.21E-4 % 7 	  8.7E-7 5 
CE M	   726.32 4   	     5.08E-7 % 19 	  3.69E-9 14 
CE N	   727.69 4   	     1.15E-7 % 4 	  8.3E-10 3 
CE O	   728.01 4   	     1.71E-8 % 6 	  1.25E-10 5 
CE K	   758.88 9   	     2.04E-5 % 8 	  1.55E-7 6 
CE L	   761.22 4   	     1.57E-5 % 9 	  1.20E-7 7 
CE K	   763.617 5   	     0.001050 % 19 	  8.02E-6 14 
CE M	   767.24 4   	     3.34E-6 % 18 	  2.56E-8 14 
CE N	   768.61 4   	     7.6E-7 % 4 	  5.8E-9 3 
CE O	   768.93 4   	     1.13E-7 % 6 	  8.7E-10 5 
CE K	   792.53 4   	     2.20E-5 % 7 	  1.74E-7 6 
CE K	   794.740 5   	     2.07E-4 % 5 	  1.64E-6 4 
CE L	   797.97 9   	     2.65E-6 % 11 	  2.11E-8 9 
CE L	   802.714 5   	     1.54E-4 % 3 	  1.240E-6 21 
CE M	   803.99 9   	     5.63E-7 % 24 	  4.53E-9 19 
CE N	   805.36 9   	     1.27E-7 % 5 	  1.02E-9 4 
CE O	   805.68 9   	     1.90E-8 % 8 	  1.53E-10 6 
CE M	   808.728 5   	     3.33E-5 % 6 	  2.70E-7 5 
CE N	   810.105 5   	     7.52E-6 % 15 	  6.09E-8 12 
CE O	   810.424 5   	     1.104E-6 % 19 	  8.95E-9 15 
CE K	   820.546 3   	     0.01226 % 19 	  1.006E-4 16 
CE L	   831.62 4   	     2.84E-6 % 9 	  2.36E-8 8 
CE L	   833.837 5   	     2.68E-5 % 6 	  2.23E-7 5 
CE M	   837.64 4   	     6.04E-7 % 20 	  5.06E-9 16 
CE N	   839.01 4   	     1.37E-7 % 4 	  1.15E-9 4 
CE O	   839.33 4   	     2.04E-8 % 7 	  1.71E-10 6 
CE M	   839.851 5   	     5.68E-6 % 13 	  4.77E-8 11 
CE N	   841.228 5   	     1.29E-6 % 3 	  1.082E-8 25 
CE O	   841.547 5   	     1.92E-7 % 4 	  1.62E-9 4 
CE K	   854.36 5   	     2.24E-4 % 7 	  1.92E-6 6 
CE L	   859.643 3   	     0.00177 % 3 	  1.523E-5 24 
CE M	   865.657 3   	     3.81E-4 % 6 	  3.30E-6 5 
CE N	   867.034 3   	     8.58E-5 % 14 	  7.44E-7 12 
CE O	   867.353 3   	     1.268E-5 % 23 	  1.100E-7 20 
CE K	   872.503 4   	     4.35E-4 % 8 	  3.80E-6 7 
CE K	   879.48 5   	     6.75E-4 % 14 	  5.94E-6 12 
CE L	   893.45 5   	     3.23E-5 % 10 	  2.88E-7 9 
CE M	   899.47 5   	     6.94E-6 % 22 	  6.24E-8 20 
CE N	   900.84 5   	     1.56E-6 % 5 	  1.41E-8 5 
CE O	   901.16 5   	     2.31E-7 % 7 	  2.08E-9 7 
CE L	   911.600 4   	     5.61E-5 % 10 	  5.12E-7 9 
CE K	   911.80 5   	     5.9E-5 % 16 	  5.4E-7 15 
CE K	   916.533 7   	     1.34E-4 % 6 	  1.22E-6 6 
CE K	   917.223 5   	     0.0332 % 6 	  3.05E-4 6 
CE M	   917.614 4   	     1.193E-5 % 21 	  1.095E-7 20 
CE L	   918.57 5   	     9.64E-5 % 18 	  8.85E-7 17 
CE N	   918.991 4   	     2.70E-6 % 5 	  2.48E-8 4 
CE O	   919.310 4   	     4.03E-7 % 7 	  3.71E-9 7 
CE M	   924.59 5   	     2.07E-5 % 4 	  1.92E-7 4 
CE N	   925.96 5   	     4.68E-6 % 9 	  4.34E-8 8 
CE O	   926.28 5   	     6.92E-7 % 14 	  6.41E-9 13 
CE L	   950.89 5   	     8.1E-6 % 18 	  7.7E-8 17 
CE L	   955.630 7   	     1.72E-5 % 8 	  1.64E-7 8 
CE L	   956.320 5   	     0.00472 % 8 	  4.51E-5 7 
CE M	   956.91 5   	     1.7E-6 % 4 	  1.7E-8 4 
CE N	   958.28 5   	     3.9E-7 % 8 	  3.8E-9 8 
CE K	   958.44 5   	     0.00145 % 4 	  1.39E-5 3 
CE O	   958.60 5   	     5.9E-8 % 14 	  5.7E-10 14 
CE M	   961.644 7   	     3.65E-6 % 17 	  3.51E-8 16 
CE M	   962.334 5   	     0.001013 % 15 	  9.75E-6 15 
CE N	   963.021 7   	     8.3E-7 % 4 	  8.0E-9 4 
CE O	   963.340 7   	     1.24E-7 % 6 	  1.19E-9 6 
CE N	   963.711 5   	     2.29E-4 % 4 	  2.21E-6 3 
CE O	   964.030 5   	     3.38E-5 % 6 	  3.26E-7 6 
CE L	   997.53 5   	     2.03E-4 % 5 	  2.03E-6 5 
CE M	  1003.55 5   	     4.35E-5 % 10 	  4.37E-7 10 
CE N	  1004.92 5   	     9.84E-6 % 23 	  9.89E-8 23 
CE O	  1005.24 5   	     1.46E-6 % 4 	  1.47E-8 4 
CE K	  1039.003 10   	     0.0180 % 3 	  1.87E-4 3 
CE K	  1065.242 3   	     0.0233 % 4 	  2.49E-4 4 
CE L	  1078.100 10   	     0.00250 % 4 	  2.69E-5 5 
CE M	  1084.114 10   	     5.36E-4 % 9 	  5.81E-6 9 
CE N	  1085.491 10   	     1.213E-4 % 18 	  1.316E-6 20 
CE O	  1085.810 10   	     1.80E-5 % 3 	  1.95E-7 3 
CE L	  1104.339 3   	     0.00323 % 6 	  3.56E-5 6 
CE M	  1110.353 3   	     6.92E-4 % 12 	  7.68E-6 13 
CE N	  1111.730 3   	     1.564E-4 % 24 	  1.74E-6 3 
CE O	  1112.049 3   	     2.32E-5 % 4 	  2.59E-7 4 
CE K	  1124.14 9   	     7.1E-5 % 15 	  8.0E-7 17 
CE L	  1163.23 9   	     9.7E-6 % 19 	  1.13E-7 22 
CE K	  1166.114 11   	     8.83E-4 % 14 	  1.029E-5 16 
CE M	  1169.25 9   	     2.0E-6 % 4 	  2.4E-8 5 
CE N	  1170.62 9   	     4.7E-7 % 9 	  5.4E-9 11 
CE O	  1170.94 9   	     7.1E-8 % 15 	  8.3E-10 18 
CE K	  1203.11 5   	     2.51E-4 % 5 	  3.02E-6 6 
CE L	  1205.211 11   	     1.126E-4 % 18 	  1.357E-6 22 
CE M	  1211.225 11   	     2.39E-5 % 4 	  2.89E-7 4 
CE N	  1212.602 11   	     5.40E-6 % 9 	  6.55E-8 11 
CE O	  1212.921 11   	     8.11E-7 % 12 	  9.83E-9 15 
CE L	  1242.20 5   	     3.42E-5 % 7 	  4.25E-7 9 
CE K	  1245.95 5   	     1.26E-4 % 4 	  1.57E-6 5 
CE M	  1248.22 5   	     7.31E-6 % 15 	  9.12E-8 19 
CE N	  1249.59 5   	     1.65E-6 % 3 	  2.06E-8 4 
CE O	  1249.91 5   	     2.46E-7 % 5 	  3.08E-9 6 
CE L	  1285.04 5   	     1.71E-5 % 5 	  2.20E-7 7 
CE M	  1291.06 5   	     3.66E-6 % 11 	  4.72E-8 14 
CE N	  1292.43 5   	     8.3E-7 % 3 	  1.07E-8 3 
CE O	  1292.75 5   	     1.24E-7 % 4 	  1.60E-9 5 
CE K	  1361.179 3   	     0.01014 % 15 	  1.380E-4 21 
CE L	  1400.276 3   	     0.001290 % 20 	  1.81E-5 3 
CE M	  1406.290 3   	     2.74E-4 % 4 	  3.85E-6 6 
CE N	  1407.667 3   	     6.20E-5 % 11 	  8.72E-7 15 
CE O	  1407.986 3   	     9.31E-6 % 15 	  1.310E-7 21 
CE K	  1410.809 11   	     2.25E-4 % 4 	  3.18E-6 6 
CE L	  1449.906 11   	     2.86E-5 % 5 	  4.14E-7 7 
CE M	  1455.920 11   	     6.06E-6 % 10 	  8.82E-8 14 
CE N	  1457.297 11   	     1.372E-6 % 23 	  2.00E-8 3 
CE O	  1457.616 11   	     2.06E-7 % 3 	  3.01E-9 5 
CE K	  1481.27 4   	     1.168E-4 % 22 	  1.73E-6 3 
CE L	  1520.36 4   	     1.48E-5 % 3 	  2.25E-7 4 
CE M	  1526.38 4   	     3.14E-6 % 6 	  4.79E-8 9 
CE N	  1527.75 4   	     7.10E-7 % 14 	  1.084E-8 22 
CE O	  1528.07 4   	     1.068E-7 % 21 	  1.63E-9 3 
CE K	  1561.53 7   	     2.07E-6 % 9 	  3.24E-8 14 
CE K	  1600.61 12   	     6.5E-6 % 8 	  1.03E-7 13 
CE L	  1600.62 7   	     2.62E-7 % 11 	  4.20E-9 18 
CE M	  1606.64 7   	     5.56E-8 % 23 	  8.9E-10 4 
CE N	  1608.01 7   	     1.26E-8 % 5 	  2.02E-10 9 
CE O	  1608.33 7   	     1.89E-9 % 8 	  3.05E-11 13 
CE L	  1639.70 12   	     8.5E-7 % 10 	  1.39E-8 17 
CE M	  1645.72 12   	     1.81E-7 % 23 	  3.0E-9 4 
CE N	  1647.09 12   	     4.1E-8 % 5 	  6.8E-10 9 
CE O	  1647.41 12   	     6.2E-9 % 8 	  1.02E-10 13 
CE K	  1722.26 4   	     6.43E-6 % 18 	  1.11E-7 3 
CE L	  1761.35 4   	     8.46E-7 % 23 	  1.49E-8 4 
CE M	  1767.37 4   	     1.81E-7 % 5 	  3.19E-9 9 
CE N	  1768.74 4   	     4.08E-8 % 11 	  7.21E-10 20 
CE O	  1769.06 4   	     6.11E-9 % 17 	  1.08E-10 3 
