============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Layer 1(  15 um) =========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 6486  2 .1112883E+07   1500013E-01 -.8769E+04  .3301E+04   .9951832 -.0863671  .0463797
T 6487  2 .1142622E+07   1500001E-01 -.9812E+03  .1360E+04   .9957202 -.0383998  .0840640
T 6488  2 .1056072E+07   1500023E-01 -.7249E+04 -.9243E+04   .9826383 -.1034116 -.1540392
T 6489  2 .1145352E+07   1500024E-01 -.3585E+04 -.9642E+03   .9990875 -.0419631  .0079497
T 6490  2 .1143491E+07   1500012E-01 -.3938E+04 -.2172E+04   .9962343 -.0759601 -.0418011
T 6491  2 .1124276E+07   1500020E-01  .2266E+04 -.3492E+02   .9976679 -.0594201 -.0335866
T 6492  2 .1076221E+07   1500022E-01 -.4759E+04  .1613E+04   .9910881 -.0548082  .1214102
T 6493  2 .1102627E+07   1500009E-01  .3459E+04 -.3268E+04   .9993555  .0094460 -.0346316
T 6494  2 .1093149E+07   1500006E-01  .2213E+04 -.4967E+04   .9970679  .0133443 -.0753497
T 6495  2 .1166586E+07   1500010E-01 -.1065E+03  .5157E+03   .9967170  .0077777  .0805896
T 6496  2 .1049761E+07   1500016E-01 -.3411E+04 -.1430E+04   .9983607 -.0037837 -.0571103
T 6497  2 .1183240E+07   1500003E-01  .3140E+04  .2968E+04   .9975201  .0634123  .0305359
T 6498  2 .1083365E+07   1500009E-01 -.3086E+04  .3078E+04   .9949011 -.0986380  .0210342
T 6499  2 .1306512E+07   1500019E-01 -.2521E+04  .1013E+05   .9690626 -.0735975  .2355868
T 6500  2 .1008153E+07   1500009E-01  .2952E+04  .7040E+04   .9914886  .0888379  .0951741
T 6501  2 .1136392E+07   1500021E-01 -.1815E+04  .8622E+03   .9984497 -.0458517  .0315564
T 6502  2 .1113109E+07   1500009E-01  .2033E+04 -.4434E+04   .9958229  .0755138 -.0513263
T 6503  2 .1075395E+07   1500004E-01 -.6797E+04  .1729E+04   .9972826 -.0705393 -.0212504
T 6504  2 .1127021E+07   1500014E-01 -.2747E+04 -.3935E+03   .9961680 -.0644544 -.0591180
T 6505  2 .1143217E+07   1500003E-01  .6404E+03  .5189E+04   .9906038  .0582576  .1237346
T 6506  2 .1173314E+07   1500022E-01  .6540E+04  .1881E+04   .9996051  .0243650  .0140025
T 6507  2 .1174536E+07   1500020E-01  .2016E+04  .6468E+03   .9988269  .0393064  .0282816
T 6508  2 .1117585E+07   1500004E-01 -.5238E+04  .1121E+04   .9961008 -.0879463  .0069808
T 6509  2 .1119334E+07   1500020E-01 -.4170E+04  .1239E+04   .9979487 -.0356023  .0532050
T 6510  2 .1221732E+07   1500025E-01  .1910E+04  .3631E+04   .9960096 -.0271514 -.0850162
T 6511  2 .1146164E+07   1500011E-01  .5037E+04  .1492E+04   .9961986  .0625705  .0606076
T 6512  2 .1121348E+07   1500021E-01  .1995E+04 -.1390E+04   .9986497 -.0271186 -.0443107
T 6513  2 .4526247E+06   1500020E-01  .9561E+04 -.3972E+05   .8858264  .1007283 -.4529519
T 6514  2 .1148176E+07   1500002E-01  .3119E+04 -.8609E+04   .9976297  .0225351 -.0650167
T 6515  2 .1216985E+07   1500026E-01 -.2974E+04 -.2427E+03   .9975059 -.0662930 -.0242316
T 6516  2 .1099291E+07   1500011E-01 -.3891E+03  .8938E+03   .9993901 -.0065246  .0343055
T 6517  2 .1195939E+07   1500015E-01 -.5010E+03  .1045E+04   .9998101 -.0194787 -.0005589
T 6518  2 .1159068E+07   1500018E-01 -.4203E+03 -.4021E+04   .9993404 -.0306079 -.0195421
T 6519  2 .1009174E+07   1500021E-01  .4725E+04 -.4161E+04   .9953589  .0771635 -.0575014
T 6520  2 .1179357E+07   1500021E-01 -.5668E+04 -.1609E+04   .9702864 -.2213374 -.0977445
T 6521  2 .1091013E+07   1500011E-01  .1078E+04  .6680E+03   .9956270  .0581078  .0731459
T 6522  2 .1176992E+07   1500020E-01  .9752E+03  .1440E+04   .9551729  .2763126  .1062830
T 6523  2 .1122239E+07   1500010E-01 -.2313E+04  .4720E+04   .9970720 -.0552125  .0529054
T 6524  2 .1109478E+07   1500012E-01  .9153E+03  .3301E+04   .9878620  .0382044  .1505628
T 6525  2 .1105257E+07   1500019E-01  .3566E+04 -.5392E+04   .9864007  .1067158 -.1250013
T 6526  2 .1102059E+07   1500009E-01 -.6378E+03 -.1141E+04   .9947969 -.0843851  .0570813
T 6527  2 .1031486E+07   1500026E-01  .8382E+03 -.4987E+04   .9992699 -.0381565 -.0019603
T 6528  2 .1270361E+07   1500008E-01 -.2154E+04 -.5103E+03   .9951538 -.0670011  .0719713
T 6529  2 .1150817E+07   1500004E-01 -.2939E+04  .3647E+04   .9924375 -.0908410  .0825573
T 6530  2 .1035434E+07   1500000E-01 -.9012E+04 -.1279E+04   .9854221 -.1693311 -.0164398
T 6531  2 .1139007E+07   1500014E-01  .2084E+04 -.3371E+04   .9969952  .0648729 -.0423323
T 6532  2 .8913126E+06   1500024E-01 -.3440E+04  .7810E+04   .9631308  .0655528  .2609251
T 6533  2 .1255374E+07   1500001E-01  .3606E+04  .1605E+02   .9983058  .0578258  .0064519
T 6534  2 .1179077E+07   1500001E-01 -.5409E+04 -.1432E+04   .9895116 -.1425159  .0235782
T 6535  2 .9423595E+06   1500006E-01  .1708E+03 -.3134E+04   .9979925  .0617040 -.0142698
T 6536  2 .1088655E+07   1500022E-01  .1254E+04  .1520E+05   .9845829  .0152938  .1742488
T 6537  2 .1123866E+07   1500023E-01  .2120E+04  .5884E+04   .9958367  .0911477 -.0011956
T 6538  2 .1041599E+07   1500010E-01  .4035E+04 -.1615E+04   .9990441  .0353265 -.0257470
T 6539  2 .1111818E+07   1500010E-01  .1863E+04  .1269E+04   .9980394 -.0078267  .0620974
T 6540  2 .1066595E+07   1500023E-01  .2736E+04  .6708E+04   .9782581 -.0059957  .2073043
T 6541  2 .1097676E+07   1500020E-01  .8749E+03  .2047E+04   .9991974  .0398667 -.0038900
T 6542  2 .1099639E+07   1500016E-01 -.9251E+03  .1457E+04   .9994529  .0042782 -.0327954
T 6543  2 .1167238E+07   1500025E-01 -.1063E+04 -.2481E+04   .9987844 -.0490439 -.0049448
T 6544  2 .1117654E+07   1500001E-01  .5797E+04  .7466E+04   .9986593  .0457687 -.0241838
T 6545  2 .1128691E+07   1500022E-01  .1247E+04  .2410E+04   .9951196 -.0251547  .0954158
T 6546  2 .1013689E+07   1500025E-01  .1133E+04  .2288E+04   .9870079  .1585611  .0259585
T 6547  2 .1070612E+07   1500000E-01  .3883E+03 -.4262E+04   .9968250  .0173659 -.0777064
T 6548  2 .1131244E+07   1500007E-01  .5207E+04 -.1517E+04   .9979569  .0635480 -.0066156
T 6549  2 .9750454E+06   1500004E-01 -.8953E+03  .1790E+04   .9991194  .0305730  .0287337
T 6550  2 .1174745E+07   1500011E-01 -.1848E+03 -.1211E+04   .9994923 -.0284898  .0142656
T 6551  2 .1210607E+07   1500002E-01  .1409E+04 -.1667E+04   .9957161 -.0904536 -.0191721
T 6552  2 .1044677E+07   1500005E-01 -.2792E+04 -.2943E+04   .9937065 -.0871200 -.0704089
T 6553  2 .1059033E+07   1500019E-01  .3178E+04 -.2465E+04   .9932482  .1159769  .0027192
T 6554  2 .1120363E+07   1500023E-01  .1889E+03  .2573E+04   .9985347 -.0479489  .0250856
T 6555  2 .1061517E+07   1500022E-01  .4301E+04  .5181E+04   .9944796  .0973886 -.0390605
T 6556  2 .1181157E+07   1500020E-01 -.1047E+04 -.4136E+04   .9986032 -.0188836 -.0493462
T 6557  2 .1068493E+07   1500016E-01  .3312E+03 -.1905E+04   .9977316  .0526843 -.0419043
T 6558  2 .1220956E+07   1500023E-01 -.5778E+04 -.2891E+04   .9532148 -.2156731 -.2118177
T 6559  2 .1171924E+07   1500022E-01  .5750E+03  .2606E+02   .9972610 -.0685873  .0276809
T 6560  2 .1120425E+07   1500004E-01 -.8944E+04  .3966E+04   .9933974 -.1093759  .0346206
T 6561  2 .1170079E+07   1500016E-01  .3724E+04 -.3789E+04   .9807496  .1360127 -.1401100
T 6562  2 .1252962E+07   1500015E-01  .1554E+04 -.1359E+04   .9995593  .0095893  .0280925
T 6563  2 .1046329E+07   1500002E-01 -.8243E+03 -.1272E+04   .9966881 -.0412793 -.0700627
T 6564  2 .1170389E+07   1500020E-01 -.1426E+04 -.9851E+03   .9980734 -.0609165  .0117758
T 6565  2 .1135185E+07   1500010E-01  .1374E+04  .2647E+04   .9991964  .0243781 -.0318174
T 6566  2 .1085258E+07   1500017E-01  .1756E+04  .3719E+04   .9941449  .0717545  .0807906
T 6567  2 .1106705E+07   1500011E-01  .2868E+04 -.4436E+04   .9977429  .0596437 -.0308502
T 6568  2 .1164562E+07   1500009E-01  .6463E+04 -.1728E+04   .9910742  .1158818  .0659036
T 6569  2 .1057273E+07   1500018E-01 -.4345E+04  .6603E+02   .9996472 -.0008818  .0265457
T 6570  2 .9846440E+06   1500024E-01  .1586E+04  .2770E+04   .9990728  .0313886  .0294653
T 6571  2 .1153555E+07   1500020E-01  .1942E+04  .3613E+04   .9973880 -.0245088  .0679443
T 6572  2 .1148740E+07   1500011E-01 -.7940E+04 -.1027E+04   .9923506 -.0869503 -.0876351
T 6573  2 .1217423E+07   1500003E-01  .5153E+04 -.3519E+04   .9862649  .1456488 -.0778972
T 6574  2 .1093211E+07   1500017E-01 -.2389E+04 -.3834E+04   .9973694 -.0349067 -.0635279
T 6575  2 .1263123E+07   1500015E-01  .3704E+04 -.2305E+04   .9976703  .0682178 -.0004597
T 6576  2 .1155692E+07   1500011E-01 -.1982E+03 -.1220E+04   .9953773 -.0955421 -.0097896
T 6577  2 .1116725E+07   1500017E-01  .4124E+04 -.1973E+04   .9871920  .1589319 -.0138793
T 6578  2 .1141557E+07   1500018E-01  .1628E+04 -.1435E+04   .9966170 -.0652532 -.0499649
T 6579  2 .1361198E+07   1500010E-01  .4006E+04 -.8063E+03   .9955389  .0900183 -.0282652
T 6580  2 .1311310E+07   1500022E-01 -.1670E+04  .2777E+04   .9975709 -.0420020  .0555715
T 6581  2 .1244988E+07   1500023E-01 -.4050E+04 -.1358E+04   .9992260 -.0231894 -.0317753
T 6582  2 .1129244E+07   1500023E-01 -.4820E+04  .1391E+04   .9991440 -.0325283  .0255591
T 6583  2 .1112279E+07   1500015E-01  .5810E+04 -.5052E+04   .9919356  .0813899 -.0971571
T 6584  2 .1137911E+07   1500012E-01 -.1854E+04 -.3649E+04   .9939491 -.0793209 -.0759823
T 6585  2 .1173145E+07   1500010E-01 -.1499E+04  .6628E+03   .9987401 -.0072863  .0496501
T 6586  2 .1260301E+07   1500024E-01 -.4524E+04  .3637E+04   .9998104  .0079481  .0177776
T 6587  2 .1173436E+07   1500012E-01  .6459E+03 -.2449E+04   .9999572 -.0008105  .0092195
T 6588  2 .1048284E+07   1500015E-01 -.1302E+04 -.4046E+04   .9959540 -.0297192 -.0848082
T 6589  2 .1107562E+07   1500015E-01  .2038E+04  .2598E+04   .9989007  .0359848  .0300412
T 6590  2 .1304667E+07   1500009E-01  .7056E+03  .4323E+04   .9907450  .1181627  .0667973
T 6591  2 .1061453E+07   1500011E-01  .3226E+04 -.2403E+04   .9981095  .0073750 -.0610168
T 6592  2 .1199918E+07   1500009E-01 -.3431E+04  .1345E+04   .9983681 -.0301569  .0484937
T 6593  2 .1231325E+07   1500002E-01 -.7613E+04  .2697E+04   .9922576 -.1196069  .0334523
T 6594  2 .1117874E+07   1500018E-01  .2364E+04  .1514E+04   .9964960  .0789740  .0275454
T 6595  2 .1214681E+07   1500022E-01  .2878E+04 -.6919E+03   .9998534 -.0131216 -.0110025
T 6596  2 .1227642E+07   1500000E-01  .2146E+04  .2876E+03   .9994683  .0318721 -.0068766
T 6597  2 .1218307E+07   1500003E-01  .2744E+04  .1778E+04   .9994787  .0218443  .0237731
T 6598  2 .1122949E+07   1500025E-01  .2042E+04  .5727E+04   .9991879  .0150718  .0373676
T 6599  2 .1116252E+07   1500013E-01  .1416E+04 -.4572E+03   .9995631  .0295532 -.0003994
T 6600  2 .1140298E+07   1500020E-01 -.1530E+03  .1174E+03   .9982227  .0355515  .0478292
T 6601  2 .1087775E+07   1500016E-01  .2799E+04  .9997E+03   .9995746 -.0057030  .0286025
T 6602  2 .1096543E+07   1500019E-01  .6128E+04 -.6588E+03   .9937268  .1115843  .0074805
T 6603  2 .1135591E+07   1500016E-01  .2480E+04 -.2216E+04   .9982091  .0386558 -.0456538
T 6604  2 .1037444E+07   1500005E-01  .1845E+04  .1336E+04   .9970727  .0605691 -.0466618
T 6605  2 .1079695E+07   1500022E-01 -.2820E+04 -.2246E+04   .9997454 -.0060981  .0217265
T 6606  2 .1095999E+07   1500025E-01  .3272E+04 -.2076E+04   .9652262  .2602865 -.0242750
T 6607  2 .1237453E+07   1500017E-01 -.1234E+04 -.3814E+04   .9971323 -.0112344 -.0748392
T 6608  2 .1263394E+07   1500000E-01 -.4169E+04 -.2106E+03   .9919096 -.0671576 -.1077276
T 6609  2 .1200309E+07   1500023E-01  .4157E+04  .3860E+04   .9965196  .0280503  .0784972
T 6610  2 .1184474E+07   1500010E-01 -.1421E+04  .3264E+04   .9982381  .0268793  .0528976
T 6611  2 .1237126E+07   1500003E-01  .2105E+04  .5906E+03   .9985917  .0422742  .0320541
T 6612  2 .1132431E+07   1500005E-01 -.3009E+04  .3689E+04   .9958336 -.0413629  .0812689
T 6613  2 .1123433E+07   1500020E-01 -.2092E+04  .5080E+04   .9990053 -.0352848  .0272661
T 6614  2 .1238212E+07   1500019E-01  .3548E+04 -.2912E+04   .9986913 -.0303239 -.0411846
T 6615  2 .1068634E+07   1500012E-01 -.6799E+04  .2046E+03   .9862988 -.1472171 -.0744436
T 6616  2 .1134227E+07   1500011E-01  .3475E+04 -.2553E+04   .9982168  .0581594 -.0134432
T 6617  2 .1159441E+07   1500006E-01  .3100E+04 -.3622E+04   .9908321  .1348044 -.0089148
T 6618  2 .1077547E+07   1500013E-01  .5164E+04 -.1527E+04   .9951190  .0800666 -.0576843
T 6619  2 .1195721E+07   1500018E-01  .2275E+04  .1795E+04   .9962477  .0545256  .0672115
T 6620  2 .1088328E+07   1500003E-01  .2148E+04 -.6002E+04   .9871469 -.0056491 -.1597157
T 6621  2 .1205071E+07   1500021E-01  .1030E+04  .3739E+04   .9960791  .0497464  .0731560
T 6622  2 .1119081E+07   1500025E-01  .4572E+04 -.2070E+04   .9991463  .0412027  .0030090
T 6623  2 .1184661E+07   1500017E-01  .1668E+04  .1045E+04   .9955780  .0596101  .0726021
T 6624  2 .9918414E+06   1500022E-01  .4586E+04 -.8553E+03   .9989780  .0341968  .0295542
T 6625  2 .1149912E+07   1500019E-01 -.3720E+04  .3320E+04   .9972981 -.0390759  .0622052
T 6626  2 .1180337E+07   1500022E-01  .1759E+04 -.5461E+04   .9920704  .0554694 -.1127806
T 6627  2 .1257475E+07   1500004E-01 -.2896E+04 -.1361E+04   .9973394 -.0682622 -.0255827
T 6628  2 .1154247E+07   1500013E-01 -.5001E+04  .1138E+04   .9910038 -.0059192  .1337029
T 6629  2 .1149421E+07   1500024E-01 -.1229E+04 -.3464E+04   .9992600  .0383099  .0034344
T 6630  2 .1198707E+07   1500007E-01  .1419E+04 -.5192E+04   .9968544  .0329891 -.0720626
T 6631  2 .1150084E+07   1500020E-01 -.2826E+04 -.4246E+03   .9991646 -.0384788  .0137654
T 6632  2 .1267909E+07   1500021E-01  .2919E+04 -.5868E+03   .9990265  .0434274 -.0077558
T 6633  2 .1249804E+07   1500020E-01 -.3025E+04  .1332E+04   .9919369 -.0994644 -.0785370
T 6634  2 .1146266E+07   1500016E-01  .2915E+04  .4121E+04   .9997375 -.0216789  .0074178
T 6635  2 .1099011E+07   1500010E-01  .8322E+03 -.7089E+03   .9992450  .0031453 -.0387250
T 6636  2 .1196453E+07   1500025E-01  .3181E+03  .9720E+03   .9938058  .1087949  .0226639
T 6637  2 .1252767E+07   1500025E-01  .3306E+03 -.3876E+04   .9980691 -.0285478 -.0551634
T 6638  2 .1117056E+07   1500018E-01 -.6846E+04 -.2859E+04   .9993022 -.0038664 -.0371497
T 6639  2 .1195869E+07   1500020E-01  .1908E+04 -.3519E+03   .9956616 -.0549480  .0750906
T 6640  2 .1166257E+07   1500026E-01  .7208E+03  .6488E+04   .9905869 -.0511004  .1269897
T 6641  2 .1158840E+07   1500014E-01  .2113E+04  .3414E+04   .9833373 -.0849544  .1607184
T 6642  2 .1157586E+07   1500001E-01 -.4162E+03 -.4768E+04   .9992862  .0344366 -.0155311
T 6643  2 .1123466E+07   1500006E-01 -.8275E+03  .2084E+03   .9987506  .0475503  .0153696
T 6644  2 .1221924E+07   1500020E-01 -.4367E+03 -.1275E+04   .9968511  .0253098 -.0751481
T 6645  2 .1033756E+07   1500003E-01  .3325E+04 -.1177E+04   .9984714  .0492924 -.0250031
T 6646  2 .1244721E+07   1500010E-01 -.1049E+04  .2170E+03   .9998575 -.0132853 -.0104125
T 6647  2 .1191090E+07   1500010E-01  .1039E+05 -.1390E+04   .9772181  .2118741 -.0124145
T 6648  2 .1137354E+07   1500011E-01  .7865E+04 -.5538E+04   .9949092  .0896631 -.0460027
T 6649  2 .1068319E+07   1500000E-01 -.2423E+04 -.2124E+04   .9997473 -.0106417 -.0197997
T 6650  2 .1154170E+07   1500004E-01 -.2468E+04  .3691E+04   .9991102 -.0402937 -.0124624
T 6651  2 .1091278E+07   1500011E-01 -.1542E+04  .1368E+04   .9947670 -.0320110  .0970257
T 6652  2 .1103130E+07   1500011E-01 -.1841E+04  .7242E+03   .9969642 -.0591191 -.0506682
T 6653  2 .1216479E+07   1500017E-01 -.2148E+04 -.2140E+04   .9991784 -.0306757 -.0264855
T 6654  2 .1124552E+07   1500015E-01  .3704E+04  .3575E+04   .9906708  .0841980  .1071545
T 6655  2 .1187696E+07   1500019E-01  .1856E+04  .2557E+04   .9968166  .0474581  .0640652
T 6656  2 .1230120E+07   1500026E-01 -.3913E+04  .4096E+04   .9993842 -.0334952  .0104509
T 6657  2 .1180180E+07   1500020E-01  .4048E+04 -.1676E+04   .9985464  .0188880 -.0504808
T 6658  2 .1039552E+07   1500016E-01 -.4483E+04  .1091E+05   .9981212 -.0114003  .0602011
T 6659  2 .1078634E+07   1500020E-01  .1226E+04 -.1121E+04   .9997491 -.0186545 -.0123960
T 6660  2 .1107473E+07   1500024E-01  .5663E+04 -.4052E+04   .9854073  .1185526 -.1221382
T 6661  2 .1128173E+07   1500003E-01 -.4182E+04  .2307E+03   .9978392 -.0656138 -.0034173
T 6662  2 .1141842E+07   1500010E-01  .2260E+04 -.5222E+04   .9989071 -.0363823 -.0293422
T 6663  2 .1140063E+07   1500004E-01 -.5047E+04  .4948E+04   .9962928  .0737373 -.0443115
T 6664  2 .1025150E+07   1500015E-01  .7853E+03 -.9630E+04   .8728906  .1841908 -.4518138
T 6665  2 .1268538E+07   1500024E-01  .1692E+04 -.2993E+04   .9996041 -.0222295  .0172457
T 6666  2 .1115008E+07   1500025E-01  .2124E+04  .1033E+04   .9996976  .0195528 -.0149098
T 6667  2 .1171880E+07   1500017E-01  .2859E+04  .4286E+04   .9934938  .0911478  .0682797
T 6668  2 .1242728E+07   1500023E-01  .2571E+04 -.3694E+04   .9985260  .0071718 -.0538004
T 6669  2 .1178351E+07   1500007E-01  .3802E+04  .3572E+04   .9974746  .0431814  .0563893
T 6670  2 .1127050E+07   1500000E-01  .1838E+04  .1846E+03   .9959767  .0735688 -.0511671
T 6671  2 .1239728E+07   1500016E-01 -.1278E+05 -.1019E+05   .9361458 -.2092815 -.2825462
T 6672  2 .1113580E+07   1500026E-01 -.7291E+02 -.1578E+04   .9978000  .0512938  .0420021
T 6673  2 .1092859E+07   1500002E-01  .4227E+04  .3037E+04   .9953317  .0869457  .0418952
T 6674  2 .1122820E+07   1500019E-01  .4691E+04  .1091E+04   .9935455  .1117652 -.0193894
T 6675  2 .1108935E+07   1500007E-01 -.4718E+04  .7996E+03   .9828820 -.1636917  .0845457
T 6676  2 .1120926E+07   1500019E-01  .6689E+04  .5526E+03   .9925366  .1147496 -.0412753
T 6677  2 .1062050E+07   1500024E-01  .2152E+04 -.6014E+02   .9987388 -.0056733 -.0498852
T 6678  2 .1046700E+07   1500016E-01 -.2188E+04 -.6004E+03   .9952466 -.0973791 -.0012538
T 6679  2 .1059181E+07   1500008E-01 -.1203E+04 -.1642E+04   .9974435 -.0677011 -.0228716
T 6680  2 .1168774E+07   1500018E-01  .1109E+04 -.1649E+04   .9998814 -.0107058 -.0110736
T 6681  2 .1350704E+07   1500022E-01 -.2152E+04 -.4234E+04   .9923958 -.1141175 -.0461276
T 6682  2 .1125686E+07   1500004E-01 -.4474E+04  .2663E+04   .9877899 -.1530399  .0291545
T 6683  2 .1102123E+07   1500002E-01  .4131E+04  .2508E+04   .9958560  .0895252  .0160037
T 6684  2 .1227498E+07   1500006E-01  .5573E+03  .4063E+03   .9964126  .0463182 -.0708282
T 6685  2 .1103968E+07   1500018E-01 -.4310E+04  .1358E+04   .9995702 -.0165320  .0242104
T 6686  2 .1176247E+07   1500022E-01 -.2631E+04  .8690E+03   .9994548  .0159851  .0288900
T 6687  2 .1150911E+07   1500000E-01  .3643E+04  .7841E+03   .9959523  .0581392 -.0685475
T 6688  2 .1114537E+07   1500004E-01  .6533E+03 -.2290E+04   .9988287  .0173427  .0451709
T 6689  2 .1063001E+07   1500004E-01  .3052E+04 -.3473E+04   .9978360  .0107262 -.0648713
T 6690  2 .1135292E+07   1500024E-01  .2045E+04 -.1152E+05   .9838690  .0206879 -.1776900
T 6691  2 .1269634E+07   1500012E-01 -.4899E+03 -.5601E+04   .9977838 -.0216573 -.0629159
T 6692  2 .1200758E+07   1500020E-01  .3679E+04  .2906E+04   .9978316 -.0038204  .0657072
T 6693  2 .1034105E+07   1500012E-01  .1406E+05  .3168E+04   .9967187  .0801874 -.0110395
T 6694  2 .1080672E+07   1500009E-01 -.3491E+03 -.1193E+04   .9974313 -.0253716  .0669852
T 6695  2 .1207096E+07   1500023E-01  .1526E+04  .1457E+03   .9990365 -.0112291  .0424266
T 6696  2 .1044184E+07   1500001E-01 -.5111E+03 -.5984E+04   .9975028 -.0147279 -.0690743
T 6697  2 .1154825E+07   1500013E-01 -.2320E+03  .3072E+04   .9989718 -.0074982  .0447126
T 6698  2 .1151072E+07   1500022E-01 -.1757E+04 -.1289E+04   .9995871 -.0272518 -.0091101
T 6699  2 .1125645E+07   1500022E-01 -.1267E+03  .4457E+04   .9896310 -.0504932  .1344655
T 6700  2 .1017250E+07   1500014E-01 -.2057E+04 -.1127E+04   .9889405 -.1470332 -.0194422
T 6701  2 .1166172E+07   1500013E-01 -.3865E+04  .4492E+02   .9993820 -.0051575  .0347707
T 6702  2 .1118048E+07   1500004E-01 -.1043E+05  .1909E+04   .9933244 -.1096836  .0357241
T 6703  2 .1179038E+07   1500017E-01 -.1621E+04  .5053E+03   .9964463 -.0127700  .0832563
T 6704  2 .1163908E+07   1500019E-01  .1781E+04 -.4024E+04   .9983305  .0410571 -.0406262
T 6705  2 .1081294E+07   1500024E-01  .3306E+04  .2338E+04   .9982725  .0534619  .0243675
T 6706  2 .1184665E+07   1500010E-01 -.6419E+04  .5705E+04   .9887315 -.1249196  .0824926
T 6707  2 .1179039E+07   1500014E-01  .3985E+04 -.3731E+04   .9968452  .0728466 -.0315120
T 6708  2 .1113459E+07   1500017E-01 -.1964E+04 -.3133E+04   .9968576 -.0548904 -.0571138
T 6709  2 .1164996E+07   1500020E-01 -.6494E+01  .3141E+04   .9954546  .0916836 -.0257738
T 6710  2 .1258628E+07   1500016E-01 -.1189E+04  .3632E+03   .9938200 -.0977071  .0526804
T 6711  2 .1079436E+07   1500021E-01  .6497E+03  .2192E+04   .9988816  .0215643  .0420789
T 6712  2 .1071781E+07   1500007E-01 -.5742E+04 -.3131E+04   .9909448 -.0960578 -.0938151
T 6713  2 .1050063E+07   1500024E-01  .6929E+04  .2518E+04   .9945829  .1030556  .0135825
T 6714  2 .1148550E+07   1500011E-01  .6878E+03  .2081E+03   .9969168  .0216191  .0754294
T 6715  2 .1081233E+07   1500010E-01 -.1460E+04 -.3423E+04   .9974413  .0541879 -.0466329
T 6716  2 .1225527E+07   1500012E-01  .3839E+04  .1912E+04   .9959045  .0827577 -.0364072
T 6717  2 .1042502E+07   1500012E-01 -.8472E+04 -.7627E+03   .9980222  .0159357  .0608090
T 6718  2 .1124405E+07   1500005E-01  .3423E+04  .7355E+03   .9749566  .1749173  .1373445
T 6719  2 .1284735E+07   1500017E-01 -.1947E+04  .7167E+02   .9973126 -.0457463 -.0572262
T 6720  2 .1122990E+07   1500014E-01 -.5465E+04 -.6773E+04   .9778564 -.1575856 -.1377083
T 6721  2 .1137838E+07   1500014E-01 -.6232E+03  .1644E+04   .9995540  .0298630  .0001408
T 6722  2 .1154503E+07   1500024E-01 -.5633E+04  .6218E+04   .9968653 -.0685778  .0394554
T 6723  2 .1117730E+07   1500006E-01 -.2497E+03 -.2999E+04   .9997385  .0162870 -.0160533
